making_year,register_id,title,type,subtype,anzsic_code,anzsic_name,bc_requirements,regdata_requirements
2018,F2018L00357,Defence (RAAF Base Pearce and Gingin Airfield Defence Aviation Area) Declaration 2018,Secondary,Declaration,O,Public Administration and Safety,0,0
2008,F2008L02499,Tariff Concession Order 0805149,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2005,F2005L03979,Tariff Concession Order 0512190,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2024,F2024L01056,Fair Work (Registered Organisations) (CFMEU Construction and General Division Administration) Determination 2024,Secondary,Determination,E,Construction,18,21
2009,F2009L04547,Tariff Concession Order 0916935,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2022,F2022L00829,Automatic Mutual Recognition (South Australia) (Exemption—Regulatory Food Safety Auditors and Regulatory Safe Drinking Water Auditors) Declaration 2022,Secondary,Declaration,D,"Electricity, Gas, Water and Waste Services",0,0
2009,F2009L02922,Tariff Concession Order 0904876,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2012,F2012L00647,Tariff Concession Order 1136082,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006L03003,AD/TBM 700/45 Amdt 1 - Nose Landing Gear Actuator Hinge Pin,Secondary,Aviation - Airworthiness Directive,O,Public Administration and Safety,2,2
2008,F2008B00139,Superannuation (CSS) Productivity Employee Exclusion Declaration,Secondary,Declaration,K,Financial and Insurance Services,0,0
2004,C2004A00779,Sydney Harbour Federation Trust Act 2001,Primary,Act,O,Public Administration and Safety,74,98
2018,F2018L00200,Statement of Principles concerning accidental hypothermia (Reasonable Hypothesis) (No. 21 of 2018),Secondary,Statement of Principles (RMA),Q,Health Care and Social Assistance,4,4
2008,F2008L02147,Tariff Concession Order 0803282,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2016,F2016L00775,Social Security (Declared Overseas Terrorist Act) Declaration 2016 – Brussels,Secondary,Declaration,O,Public Administration and Safety,0,0
2007,F2007L02939,Tariff Concession Revocation Order HS2007/713A - Tariff Concession Order 0614768,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2007,F2007L03927,Tariff Concession Order 0710607,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2023,F2023L00694,Life insurance (prudential standard) determination No. 12 of 2023,Secondary,Determination,K,Financial and Insurance Services,103,108
2006,F2006B08092,AD/CESSNA 210/43 Amdt 1 - Alternator Ground Strap - Installation,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2009,F2009L03446,AD/CL-600/80 Amdt 1 - Air Supply Duct Flanges,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B06077,AD/PC-12/14 - No. 2 Generator Cut-Out Relay,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2023,F2023L01743,Customs (Prohibited Imports) (Vaping Goods) Approval 2023,Secondary,Approval,O,Public Administration and Safety,0,3
2006,F2006B02436,"AD/APU/2 - Inspection, Placard, Operational Limitations and/or Modification",Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B02554,AD/AT/5 - Engine Mount Ring on Vibro-Damp Mount Assembly - Inspection,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2010,F2010L01452,Tariff Concession Order 0947675,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B02951,AD/B737/51 - Outboard Flap Forward Support Fitting Attach Bolts,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2014,F2014L01158,CASA 202/14 - Specification — examinations for aircraft maintenance engineer licence category airframes,Secondary,Aviation - CASA Instrument,N,Administrative and Support Services,4,4
2018,C2018A00086,Underwater Cultural Heritage (Consequential and Transitional Provisions) Act 2018,Primary,Act,R,Arts and Recreation Services,1,1
2006,F2006B03457,AD/BAe 146/103 - Fuel Quantity Indication Wiring,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B10721,AD/HU 369/58 - Main Rotor Swashplate Bearing - Inspection - Replacement,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",1,1
2005,F2005L01258,Tariff Concession Order 0503015,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2008,F2008L01249,AD/CIRRUS/9 - Rudder and Aileron Rigging,Secondary,Aviation - Airworthiness Directive,M,"Professional, Scientific and Technical Services",0,0
2008,F2008L04100,Tariff Concession Order 0817470,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2011,F2011L02176,Tariff Concession Order 1108013,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B02060,AD/AA-5/27 Amdt 1 - Wing Attach Shoulder Bolts,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B09760,AD/F28/23 - Engine Controls - Inspection,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2015,F2015L01519,Superannuation Industry (Supervision) modification declaration No. 1 of 2015,Secondary,Declaration,K,Financial and Insurance Services,2,2
2006,F2006B03271,AD/B747/93 - Section 42 Fuselage Frame Web,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2007,F2007L02567,AD/TBM 700/47 - Passenger Door Locking Handle,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B11127,AD/LEARJET/11 - Lower Cabin Door Jamb - Inspection,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2017,F2017L01022,Financial Sector (Collection of Data) (reporting standard) determination No. 2 of 2017,Secondary,Determination,K,Financial and Insurance Services,27,27
2023,F2023L00094,Industry Research and Development (Community Batteries for Household Solar Program) Instrument 2023,Secondary,Instrument,D,"Electricity, Gas, Water and Waste Services",0,0
2005,F2005B00937,Civil Aviation Amendment Order (No. R89) 2004 - Civil Aviation Order 100.93 - Administration & procedure - Aircraft maintenance engineer licences - Category radio (12/12/2004),Secondary,Aviation - Civil Aviation,I,"Transport, Postal and Warehousing",10,10
2007,F2007L00065,Tariff Concession Order 0616285,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B04459,AD/BELL 206/144 - Rotor Mast Collective Lever,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2012,F2012L00768,Tariff Concession Order 1137019,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2012,F2012L00265,Tariff Concession Order 1129321,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2020,F2020L00956,Electronic Transactions Regulations 2020,Secondary,Regulation,O,Public Administration and Safety,0,2
2006,F2006B03206,AD/B747/312 - Fire Extinguisher System Tube,Secondary,Aviation - Airworthiness Directive,S,Other Services,1,1
2024,F2024L01435,Digital ID (Accreditation) Data Standards 2024,Secondary,Standard,J,Information Media and Telecommunications,169,178
2006,F2006B06631,AD/ROBIN/33 - Control Surface Balance,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",1,2
2009,F2009L02196,AD/ERJ-170/23 - Airframe Structural Components,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2024,F2024L01728,Migration (Evidence of Intended Course of Study for Student Visa Applications) Specification 2024,Secondary,Other Instrument,P,Education and Training,1,1
2006,F2006B06513,AD/RAD/59 - Centaurus Ground Proximity Warning System,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2011,F2011L00203,Tariff Concession Order 1047267,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2007,F2007L02761,Tariff Concession Revocation Order HS2007/181A - Tariff Concession Order 0614114,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B06456,AD/R22/50 - Tail Rotor Pitch Control Assembly,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2008,F2008L04429,AD/PA-38/22 Amdt 1 - Aft Vertical Fin Spar - Inspection,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2019,F2019L00810,Biosecurity (First Point of Entry—Port of Weipa) Determination 2019,Secondary,Biosecurity,A,"Agriculture, Forestry and Fishing",5,7
2006,F2006B10199,AD/GAF-N22/51 - Rudder Pedal Guard Plate,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006L02267,Tariff Concession Order 0606245,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2017,F2017L01262,Superannuation Industry (Supervision) Tax File Number approval No. 1 of 2017,Secondary,Approval,K,Financial and Insurance Services,4,5
2010,F2010L02019,Tariff Concession Order 1005753,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B11168,AD/LJ45/7 - Main Landing Gear Trunnion Shear Pins,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B07089,AD/S-PUMA/1 - Main Rotor Shaft,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2011,F2011L01720,AD/F100/30 Amdt 1 - Flight Warning Computer Replacement,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B10991,AD/JT8D/37 - HP Compressor Disc Replacement,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2014,F2014L01273,AD/LYC/89 Amdt 4 - Crankshaft Gear,Secondary,Aviation - Airworthiness Directive,S,Other Services,1,1
2008,F2008L01912,AD/B727/101 Amdt 2 - Rear Pressure Bulkhead Web,Secondary,Aviation - Airworthiness Directive,S,Other Services,2,2
2007,F2007L00521,Tariff Concession Order 0618606,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2010,F2010L02665,Tariff Concession Order 1019462,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B02157,AD/AC/96 Amdt 1 - Nose Landing Gear Bolt,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",2,2
2007,F2007L04522,AD/B747/366 - Fuel Pump Housing to Wing Structure Electrical Bonding,Secondary,Aviation - Airworthiness Directive,L,"Rental, Hiring and Real Estate Services",0,0
2006,F2006L03336,Higher Education Provider Approval (No. 14 of 2006),Secondary,Approval,P,Education and Training,10,10
2006,F2006B06860,AD/SD3-60/17 - Nose Landing Gear Main Fitting,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B09879,AD/F50/51 - Auto Feather Control Unit,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B02749,AD/B727/48 - Stabilizer Trim System Brake Assembly - Modification,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2004,C2004A01047,Parliamentary Retirement Travel Act 2002,Primary,Act,O,Public Administration and Safety,11,13
2006,F2006B02089,AD/AC/3 - Aileron Bellcrank Castings at Wing Station 196 - Replacement,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2018,F2018L01493,Statement of Principles concerning concussion (Balance of Probabilities) (No. 93 of 2018),Secondary,Statement of Principles (RMA),O,Public Administration and Safety,4,4
2006,F2006B09577,AD/ENST 28/21 - Tail Rotor Blade Grip - Inspection and Modification,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",1,1
2017,F2017L01256,Radiocommunications Spectrum Marketing Plan (2.3 GHz unallocated lots band) 2017,Secondary,Other Instrument,J,Information Media and Telecommunications,42,46
2018,F2018L00867,Statement of Principles concerning bipolar disorder (Reasonable Hypothesis) (No. 53 of 2018),Secondary,Statement of Principles (RMA),Q,Health Care and Social Assistance,7,7
2005,F2005L01040,AD/ECUREUIL/88 Amdt 1 - Collective Pitch Lever Friction Mechanism,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006L01031,AD/CON/86 - ECI Cylinder Assemblies,Secondary,Aviation - Airworthiness Directive,D,"Electricity, Gas, Water and Waste Services",2,2
2006,F2006B02028,AD/AA-1/17 - Fuel Gauges Visibility - Modification,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006L02641,Tariff Concession Order 0608553,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2005,F2005L00681,Tariff Concession Order 0413696,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2010,F2010L02422,Tariff Concession Order 1013346,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2018,F2018L01464,Federal Financial Relations (National Specific Purpose Payments) Determination 2017-18,Secondary,Determination,K,Financial and Insurance Services,0,0
2006,F2006B09155,AD/DHC-6/67 - Lower Skin and L/E Rivets at Front Spar,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2020,F2020L00127,PGPA Act Determination (IRSD Special Account 2020),Secondary,Determination,O,Public Administration and Safety,1,1
2008,F2008L02515,AD/ERJ-170/7 Amdt 1 - Aft Avionics Compartment Smoke Seal,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2007,F2007L02992,Tariff Concession Revocation Order HS2007/111A - Tariff Concession Order 0614683,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B08363,AD/CESSNA 400/8 - Fuel Lines - Modification and Inspection,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2017,F2017L01363,AD/DHC-8/34 Amdt 2 - Black Thermal Insulation,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B02909,AD/B737/212 - Landing Gear Parts/Records,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B07033,AD/SM-205/11A - Flap Lock Mechanism - Modification,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2015,F2015L01738,Customs (Preliminary Affirmative Determinations) Direction 2015,Secondary,Determination,O,Public Administration and Safety,4,4
2009,F2009L04242,Tariff Concession Order 0913169,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2023,F2023L00471,Statement of Principles concerning hereditary spherocytosis (Balance of Probabilities) (No. 42 of 2023),Secondary,Statement of Principles (RMA),Q,Health Care and Social Assistance,4,4
2005,F2005L02531,Tariff Concession Order 0507365,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2007,F2007L01708,Tariff Concession Order 0703439,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2005,F2005L00048,Tariff Concession Order 0411311,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B09757,AD/F28/20 - Powerplant Controls in Nacelle - Replacement of Washers,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B03205,AD/B747/311 - Section 42 Skin and Doubler at Ground Exhaust Valve Cutout,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2009,F2009L00410,Tariff Concession Order 0823647,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B11313,AD/MSR/15 Amdt 1 - Elevator Bell Crank - Replacement,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B02440,AD/APU/8 - Garrett APU Compressor Rotating Group,Secondary,Aviation - Airworthiness Directive,D,"Electricity, Gas, Water and Waste Services",0,0
2008,F2008L03618,AD/CL-600/97 Amdt 1 - Enhancement to Takeoff Operational Safety Margins,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",1,1
2009,F2009L04270,Tariff Concession Order 0909967,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2023,F2023L01218,National Health Security (SSBA Standards) Determination 2023,Secondary,Determination,Q,Health Care and Social Assistance,0,0
2006,F2006B09517,AD/EMB-120/30 - Aileron and Elevator Rotary Variable Inductive Transducer Bellcrank Inspection,Secondary,Aviation - Airworthiness Directive,O,Public Administration and Safety,0,0
